157378, 169240818, 263017786, 115627690, 178, 186, 4
157378, 411571902, 202629380, 42968782, 178, 2, 2
157378, 3137448, 43496098, 879554664, 180, 650, 0
157378, 63406094, 188473932, 59280590, 0, 414, 130
157378, 263893424, 32611430, 997824060, 184, 184, 236
157378, 456288436, 96861040, 239448104, 0, 186, 236
157378, 107932880, 24761752, 139573326, 0, 6, 180
157378, 119314538, 276178708, 126647042, 180, 420, 416
157378, 435792492, 324539220, 69036228, 0, 2, 0
157378, 73013006, 89333598, 347644218, 234, 236, 230
157378, 234514736, 104529272, 727739106, 602, 236, 234
157378, 122972010, 10082760, 241307980, 186, 654, 184
157378, 88386732, 161522012, 48216324, 6, 236, 422
157378, 429573954, 16651526, 711925594, 414, 56, 418
157378, 425673842, 53123970, 31791266, 2, 238, 0
157378, 127866404, 26265734, 587634034, 2, 2, 0
157378, 323541908, 30506168, 43563138, 416, 2, 2
157378, 119431794, 48875778, 75253326, 2, 6, 0
157378, 96452236, 178949592, 185579312, 416, 230, 182
157378, 549240344, 350286660, 307712644, 2, 652, 416
157378, 347997978, 5418544, 154976298, 0, 0, 236
157378, 173224936, 155429640, 374619660, 182, 608, 4
157378, 399783902, 103863204, 135611474, 834, 10, 182
157378, 681041912, 45594252, 15025822, 420, 4, 180
157378, 379534658, 42534962, 41066036, 418, 180, 50
157378, 114790554, 221112296, 750852752, 58, 2, 234
157378, 38715746, 14681322, 575144558, 240, 2, 4
157378, 279328394, 225949550, 68001960, 242, 4, 2
157378, 301720280, 58183928, 117730080, 182, 0, 238
157378, 98042362, 105050494, 421851702, 0, 232, 412
157378, 524456556, 109536084, 297235346, 176, 2, 238
157378, 58253482, 35776874, 67449498, 414, 0, 178
157378, 969886414, 10392632, 7970278, 2, 184, 418
157378, 29937242, 55817930, 18972804, 0, 418, 2
157378, 646439018, 48370728, 417692, 0, 234, 178
157378, 340449518, 16377360, 320012210, 4, 178, 420
157378, 729187480, 12824968, 309771880, 418, 56, 180
157378, 182102612, 1076952, 215588856, 236, 1254, 180
157378, 114318706, 58569442, 171331158, 184, 186, 2
157378, 210403462, 87803164, 126176032, 178, 2, 602
157378, 61726046, 34904346, 133123856, 238, 4, 6
157378, 247236826, 4618968, 1257469056, 0, 236, 54
157378, 684982326, 479663594, 134943664, 182, 0, 0
157378, 201463866, 35402942, 704931374, 366, 416, 604
157378, 444403350, 139285672, 493588578, 186, 2, 238
157378, 9363798, 5386836, 60803126, 242, 236, 0
157378, 770197162, 38524384, 246577194, 2, 0, 418
157378, 520481274, 159981024, 183702418, 0, 2, 8
157378, 137339224, 65894370, 188244722, 0, 838, 236
157378, 157336864, 292590344, 835850136, 418, 0, 50
